play_id,pitch_result,game_date,is_run,F1_peak1s_ftps,F2_burst_ft,F3_straightness,F5_sustain_frac,F7_brake_decel_ftps2,slide_flag,z_drop_ft,base_reached,max_disp_ft,path_len_ft,net_disp_ft,run_dur_s,effort_score,h2f_90ft_s,qualifying,hsr_ft,t90_s,F1_peak1s_ftps_z,F2_burst_ft_z,h2f_90ft_s_z,hsr_ft_z,t90_s_z,output_index_z,F1_rolling_baseline
play_0323,hit_into_play_score,2025-05-11,True,20.070064619244253,20.213670038582354,0.30891929493865344,0.31020408163265306,12.84920983981533,False,0.12639999999999985,3B,126.83745939075925,281.3700790721664,86.92064644380682,16.3,4.74030071097495e-16,5.533,False,0.0,5.933000000000001,-3.6571369101074915,-5.534600170644277,-6.568288522755025,-2.7914538101097994,-14.477056191476269,-6.615061770584459,
play_0340,hit_into_play_no_out,2025-05-11,True,24.650535015284973,27.517450903351683,0.9377451245694058,0.48872180451127817,18.631402151952045,False,0.13780000000000037,1B,95.6056683661722,93.84175389807837,87.99964719896502,4.3999999999999995,0.999596343243842,4.2,True,61.19479338736147,1.4660000000000002,-0.9509005385384166,-0.22024844923700906,-0.7816135279878689,-0.7502029339267672,0.8668062899455543,-0.26363640793915966,26.48930430595244
play_0160,hit_into_play_no_out,2025-05-15,True,27.591703632670754,28.274775393101645,0.6563471128213548,0.3275862068965517,8.21490339487317,False,-0.12860000000000005,2B,129.63200484217816,191.45918719619266,125.66368473934435,15.433999999999997,0.9999944278003333,3.867,True,159.82506223081458,1.9000000000000004,0.7868025354006665,0.330793371469875,0.6639699478241821,2.5397685089124713,-0.6239562614171216,0.7583520385914728,27.074256475698654
play_0177,hit_into_play,2025-05-19,True,23.738096637288205,26.27423084382957,0.9488158037471826,0.5223880597014925,17.051954657777628,False,0.12339999999999973,1B,110.77851798893592,92.21241982140452,87.49260122831856,4.434000000000001,0.9859327504535101,4.334,True,50.90509829266048,1.6669999999999998,-1.489987949186184,-1.124835920539524,-1.3633197915278505,-1.0934322834363048,0.17638400233288798,-0.882968037707281,26.15018079262906
play_0210,hit_into_play,2025-05-19,True,16.667023324380004,23.217020988729956,0.8669920784098766,0.12162162162162163,11.637729273127917,False,0.2730999999999999,,55.92693786202227,61.223711840434724,53.08047317650587,7.366999999999999,1.9679422288335873e-10,,False,0.0,0.43400000000000016,-5.667723886954591,-3.349312360477871,,-2.7914538101097994,4.411661020374773,-1.8492072592918722,
play_0274,hit_into_play,2025-05-19,True,26.137681626726685,28.430398583608962,0.9984111036547121,0.43902439024390244,29.599472334342693,False,0.009500000000000064,1B,122.89603702106305,90.05834533578057,89.91525196001388,4.067,0.9999991916531802,4.067,True,60.88055108854121,1.7670000000000003,-0.07226365154575443,0.44402737803115616,-0.2042483559668398,-0.760684991832254,-0.1671096730963017,-0.1390077346107885,25.60325289878549
play_0277,hit_into_play,2025-05-19,True,28.10493661693271,28.568821864187264,0.9981679585482413,0.5175438596491229,27.80045084414104,False,0.12254999999999949,1B,137.36043114730128,89.96223551844392,89.79742097388124,3.765999999999999,0.9999999827441447,3.8,True,90.78664937051222,1.9329999999999998,1.0900311667436864,0.5447464457365603,0.9548230795941749,0.2368810745301332,-0.7373091743087518,0.283587378175407,26.044590705780667
play_0028,hit_into_play,2025-05-20,True,27.780454714482804,27.584611618555254,0.9981804787226486,0.5,20.25341162609749,False,0.08925000000000027,1B,117.2618249005404,89.64863142689569,89.48551383452902,3.8329999999999993,0.9999996060578041,3.867,True,90.40400883144069,1.8999999999999995,0.8983205670889209,-0.17138120238755006,0.6639699478241821,0.22411748317851632,-0.6239562614171185,0.08177514661569218,26.670574645620228
play_0348,hit_into_play,2025-05-20,True,21.900324686849775,19.856570503455313,0.7482498917390753,0.14699331848552338,11.637006057740471,False,0.10139999999999993,1B,103.25857563054993,120.45499374565156,90.13043602961477,14.933,1.9212207136713158e-13,5.3,False,19.84703646840869,2.0999999999999996,-2.5757815172932674,-5.794431696856976,-5.556814198838484,-2.1294239487728888,-1.3109436122754947,-2.9526451937996567,
play_0349,hit_into_play_no_out,2025-05-21,True,24.547803743304925,32.75440766291279,0.7910402204503949,0.3026315789473684,96.11415776936025,False,0.3653500000000003,1B,80.62648091850778,103.01519728481586,81.48916436992165,7.566,0.999999999940723,4.433,True,56.303281685270385,1.033,-1.0115962926186681,3.5902478793638846,-1.793087851904407,-0.9133671836130017,2.3541339045539385,1.0048545769215385,26.06179466774707
play_0191,hit_into_play,2025-05-23,True,22.178568423999725,25.218990298678968,0.9414187094833908,0.46258503401360546,12.750788039920195,False,0.1468999999999996,1B,95.74144520995074,93.00869773362419,87.56012819111926,4.867000000000001,0.21447633688224502,4.667,False,26.101367542414252,1.2000000000000002,-2.4113893792527348,-1.8926463890422593,-2.8089032673399017,-1.9208006643712239,1.780499466587194,-1.1110842415197562,
play_0118,hit_into_play,2025-05-24,True,21.454406741194948,25.106463295139868,0.9514761298308243,0.291005291005291,22.81426331951547,False,0.08840000000000003,1B,90.4806126892662,91.80518253972497,87.35043978130987,6.266,0.0639257380375472,5.566000000000001,False,6.5466539187325266,1.3000000000000007,-2.8392390356105035,-1.9745228973925277,-6.711544542880546,-2.5730796264911033,1.4370057911580043,-1.4874589420840325,
play_0261,hit_into_play,2025-05-24,True,25.102808562339018,26.93033323163997,0.9414507332002141,0.656,22.523678166222226,False,0.2160000000000002,1B,112.46533924569826,92.57945775767384,87.15899838524028,4.133,0.9997903061357796,4.033,True,84.08406262293538,1.633,-0.683687999844971,-0.6474449748584429,-0.056651244322367046,0.0133055003047338,0.2931718519788112,-0.2561639056049672,26.33473705275723
play_0110,hit_into_play_score,2025-05-26,True,19.479947347187274,19.92953657684979,0.6670349775143887,0.7178683385579937,12.231958630453732,False,0.28869999999999996,2B,127.13607457768428,187.26069083253813,124.90943069881097,10.599,1.3305269178466818e-14,5.466000000000001,False,0.0,3.1000000000000005,-4.0057903642400925,-5.741340375399247,-6.277435390985036,-2.7914538101097994,-4.745880366567376,-4.321116229079129,
play_0115,hit_into_play_no_out,2025-05-26,True,26.196591781796542,27.501032241110416,0.6844307372056452,0.46863468634686345,24.83681528138058,False,0.11399999999999988,2B,130.1323344728838,185.0552611742454,126.65750882927199,9.0,0.9999848613345661,3.9000000000000004,True,129.53904620187876,1.5669999999999993,-0.03745831704503936,-0.23219493935775862,0.520713927698662,1.5295296743137334,0.5198776777620777,0.4449385239182533,26.3465190837712
play_0023,hit_into_play_no_out,2025-05-29,True,28.26285750041748,28.501467365465345,0.9984169098542951,0.5175438596491229,19.078361067322362,False,0.04665000000000008,1B,98.47757351694342,90.25629313968545,90.11340929142817,3.766,0.9999998889663524,3.766,True,79.31424371456916,2.2,1.18333408145878,0.49573819879504183,1.1024201912386475,-0.1457994902833673,-1.6544372877046845,-0.03029112443355747,26.37810326046815
play_0176,hit_into_play,2025-05-29,True,24.767454195980367,27.18677568436234,0.9334910418811296,0.6434108527131783,17.890705266159955,False,0.1504000000000003,1B,106.44596268440621,93.70131679149326,87.46933983732482,4.2669999999999995,0.9991867809344768,4.1,True,79.24952736948374,1.4669999999999996,-0.8818222753963969,-0.46085320611565783,-0.347504376092356,-0.14795820818723804,0.8633713531912643,-0.15681558412700708,25.775503156767666
play_0241,hit_into_play_no_out,2025-05-29,True,26.41284193719497,27.67280945588989,0.66797774265751,0.42578125,39.49641014645337,False,0.5724500000000003,2B,130.63576594773923,189.46280806091244,126.55693884608137,8.5,0.9999998021213563,4.066,True,136.17281515735806,1.8330000000000002,0.09030673442271937,-0.10720699763770285,-0.19990726444788326,1.7508097202655606,-0.39381549887956513,0.33502348954275296,26.148510795545672
